flow,head,power,rpm,efficiency
0.198520712,0.507699738,0.433392322,0.691652961,1.055501757
0.162121142,0.502685078,0.392877157,0.69321546,0.941469554
0.135425795,0.498554869,0.366976356,0.69428454,0.835033085
0.10385048,0.493282427,0.33447869,0.691694079,0.695125318
0.085635645,0.489748223,0.315282898,0.690666118,0.603746237
0.055588934,0.486725976,0.292631372,0.691570724,0.419642437
0.032954011,0.482563604,0.272826034,0.692516447,0.264547979
0,0.476467297,0.246005997,0.694243421,0
0.979850978,0.30869481,0.932900752,0.656085526,1.471571355
0.887804281,0.338013783,0.88639827,0.659251645,1.536562237
0.798104317,0.368354701,0.835914074,0.65678454,1.596215964
0.714158283,0.397719777,0.798063216,0.657401316,1.615331942
0.640991924,0.417586189,0.748021432,0.657401316,1.624097334
0.575387262,0.432340703,0.70215799,0.655592105,1.607973681
0.527819196,0.44273769,0.661800128,0.657401316,1.602626207
0.477515931,0.452096618,0.626259647,0.658675987,1.564559575
0.432895653,0.457469357,0.592587131,0.655222039,1.516772438
0.399353689,0.460738369,0.563092956,0.65805921,1.483062308
0.355388292,0.46344864,0.527405004,0.656620066,1.417385195
0.312790494,0.463988273,0.488163004,0.657236842,1.349345291
0.266564295,0.464207295,0.448871848,0.655797697,1.251177661
0.229061179,0.462253912,0.412913533,0.656990132,1.163859032
0.18801347,0.458684144,0.376178538,0.656949013,1.040485634
0.153516099,0.454053129,0.342157007,0.65859375,0.924618482
0.130268789,0.451024967,0.320562356,0.656537829,0.83187074
0.099273163,0.445954616,0.292144718,0.65805921,0.687783725
0.081425548,0.443093117,0.275780367,0.656208882,0.593772059
0.052855269,0.439442295,0.255198348,0.659827303,0.413085256
0.0311898,0.436289968,0.241095217,0.659457237,0.256169036
0,0.43023004,0.216718281,0.657894737,0
0.923214093,0.274881226,0.782185518,0.621792763,1.472533366
0.835424827,0.304913432,0.753527012,0.62055921,1.534307892
0.754374998,0.330680181,0.714496387,0.62524671,1.584611583
0.677077982,0.355528479,0.673499484,0.618297697,1.622195638
0.6062606,0.373667737,0.634763801,0.623149671,1.619795567
0.542963955,0.387072964,0.59745367,0.622450658,1.596566509
0.497034034,0.396269172,0.564813449,0.622245066,1.582700705
0.450468591,0.404249573,0.532124072,0.621628289,1.553204319
0.410329074,0.409168628,0.503907978,0.623231908,1.512205433
0.376759135,0.411858159,0.478626555,0.620929276,1.471438403
0.334811851,0.41448996,0.448277049,0.623889803,1.405062826
0.293888672,0.415259836,0.416757607,0.62265625,1.32906631
0.252802246,0.415112824,0.383050681,0.622286184,1.243421149
0.215797254,0.413495895,0.353069852,0.62421875,1.147054076
0.178921043,0.41058571,0.322617116,0.619078947,1.033487568
0.145267533,0.406334872,0.293555523,0.62240954,0.912619643
0.123718451,0.403530696,0.275839355,0.622615132,0.821452074
0.094223572,0.398930008,0.251914664,0.623314145,0.677220717
0.076845988,0.39633887,0.239310819,0.619243421,0.577634261
0.049856016,0.39323319,0.220287077,0.621546053,0.403930017
0.029473513,0.390358703,0.207113012,0.620764803,0.252124933
0,0.385176903,0.188561176,0.618462171,0
0.864314401,0.243631105,0.652804404,0.586759868,1.464026098
0.786581586,0.267897814,0.624047584,0.584128289,1.532578222
0.706566604,0.292099721,0.592341346,0.582771382,1.581392273
0.634956826,0.313787057,0.559455341,0.583018092,1.616371588
0.567548764,0.329506397,0.528191516,0.587335526,1.606952435
0.511143826,0.342200294,0.49854987,0.583881579,1.592363821
0.464404512,0.348920961,0.469847122,0.583388158,1.565288268
0.422895152,0.356709675,0.443498992,0.588692434,1.543769187
0.386858434,0.361086513,0.421024431,0.585361842,1.505856022
0.350512573,0.363674319,0.4010962,0.583470395,1.442431166
0.314308358,0.366050379,0.376670108,0.585238487,1.386318581
0.27827164,0.366779183,0.350130266,0.5828125,1.323035152
0.237290504,0.366323732,0.322086221,0.585855263,1.224900123
0.203402923,0.365089837,0.29809271,0.586430921,1.130662499
0.169234054,0.362571185,0.272014944,0.582442434,1.023801335
0.137018849,0.359021408,0.248301627,0.584868421,0.89918387
0.115420427,0.356397495,0.233239935,0.585444079,0.800464023
0.087973761,0.352146454,0.213557489,0.583182566,0.658398882
0.071747058,0.349949229,0.203524554,0.585773026,0.559911948
0.046771893,0.347207407,0.189559062,0.581990132,0.388827334
0.027898637,0.344300962,0.176753674,0.583799342,0.246649463
0,0.33955469,0.160998869,0.587047697,0
0.804130917,0.212811344,0.531386718,0.544695724,1.461632699
0.728313048,0.233591856,0.510003441,0.543873355,1.514014698
0.659979678,0.254283493,0.482736076,0.546134868,1.577852445
0.591920986,0.273203983,0.456314211,0.54375,1.608474501
0.532959087,0.286871343,0.431716069,0.543503289,1.607349181
0.473511929,0.297369987,0.406577201,0.54194079,1.571854882
0.436221283,0.304972318,0.386378607,0.544695724,1.562721584
0.393376548,0.310572715,0.363904046,0.54790296,1.523744991
0.359020942,0.314191034,0.345411198,0.545189145,1.482192348
0.327434885,0.316332636,0.328776483,0.546916118,1.429866898
0.293656726,0.317878234,0.30907929,0.54375,1.37074998
0.256926529,0.31868442,0.287764833,0.546546053,1.291396109
0.21970045,0.318743579,0.266047289,0.544449013,1.194650761
0.189093409,0.317683691,0.246492651,0.545847039,1.1061009
0.156901929,0.315279412,0.225851644,0.545394737,0.994095368
0.12601785,0.312060787,0.206419899,0.545476974,0.86466348
0.107375832,0.309779789,0.194592735,0.544983553,0.775819001
0.08185698,0.30637376,0.179167281,0.546587171,0.635295813
0.066854105,0.304468316,0.16968982,0.544901316,0.544429695
0.043525348,0.30207274,0.158098609,0.546052632,0.377444544
0.025785384,0.299645138,0.14987465,0.547080592,0.23398072
0,0.295617403,0.136818562,0.543009868,0
0.741922709,0.181223476,0.420537777,0.504481908,1.4510939
0.674986921,0.198892527,0.401332154,0.502220395,1.518228989
0.602939218,0.215935792,0.375018434,0.505016447,1.575697921
0.545218264,0.232506469,0.362109817,0.503125,1.588885303
0.487625971,0.244108044,0.342491275,0.503248355,1.577418093
0.437236891,0.252977181,0.32253355,0.50209704,1.556505502
0.400532427,0.259570351,0.307825788,0.502384868,1.532904775
0.364012693,0.264612755,0.291328713,0.503125,1.500622394
0.330313974,0.267624666,0.275972079,0.503988487,1.453835772
0.303678827,0.269519775,0.263102787,0.502713816,1.411910311
0.270407409,0.270822823,0.247608514,0.503700658,1.342349748
0.237376319,0.271611874,0.23164725,0.505263158,1.263241559
0.202359458,0.271132215,0.213827852,0.504317434,1.164575814
0.173916544,0.270568034,0.198987367,0.503330592,1.073295449
0.144093163,0.268542301,0.183040849,0.506126645,0.959478988
0.117651128,0.265925527,0.167993905,0.503741776,0.845259402
0.099981633,0.263705047,0.158639335,0.505509868,0.754319261
0.075061947,0.261065835,0.146433663,0.503988487,0.607374213
0.060825381,0.259259327,0.139325567,0.50259046,0.513707396
0.040479234,0.257490831,0.130654279,0.503371711,0.362074403
0.023897587,0.255561927,0.123777221,0.504646382,0.223942685
0,0.252017047,0.113901588,0.504523026,0
0.67683978,0.150774781,0.322317259,0.458264803,1.437005505
0.616293325,0.164689178,0.307191663,0.458881579,1.499583011
0.550815319,0.179319527,0.29053237,0.458634868,1.543001967
0.49548607,0.192368307,0.277771224,0.457195724,1.557417794
0.442434621,0.202463995,0.263461633,0.45990954,1.543145714
0.397874542,0.210683749,0.248576906,0.457277961,1.530536966
0.365051791,0.214920375,0.236956201,0.457360197,1.502766154
0.330674583,0.219187124,0.224126235,0.458758224,1.467744861
0.300683824,0.221754327,0.213405102,0.458470395,1.418093212
0.274978234,0.22343463,0.203755592,0.459827303,1.368568932
0.246288382,0.224720951,0.192705107,0.459498355,1.303531931
0.216215939,0.225153623,0.180174999,0.457606908,1.226307906
0.1836079,0.225032178,0.167089417,0.459703947,1.122314195
0.157627515,0.224474933,0.155817726,0.457730263,1.030648154
0.130535085,0.222571733,0.143970899,0.458305921,0.915904003
0.10646764,0.220433734,0.13274345,0.458922697,0.802435248
0.089427176,0.218837138,0.12560586,0.456003289,0.707144309
0.068034849,0.216458018,0.116654377,0.459210526,0.572969457
0.056495002,0.214923979,0.111586295,0.45678454,0.493868642
0.036654888,0.213463786,0.104753478,0.458264803,0.339011995
0.021770878,0.211939812,0.099552672,0.460197368,0.210359909
0,0.208993111,0.091599076,0.459087171,0
0.594591854,0.120489758,0.234242737,0.412088816,1.388130716
0.546087739,0.131067077,0.221869931,0.409046053,1.464148079
0.49532719,0.143742683,0.213527995,0.412047697,1.513388759
0.439467592,0.154042365,0.203406577,0.409046053,1.510530334
0.397296978,0.161632524,0.192985302,0.411842105,1.51024426
0.355158588,0.168219031,0.183203067,0.408141447,1.480103606
0.324819967,0.171975317,0.175180652,0.409786184,1.447271834
0.293860697,0.175066242,0.165968638,0.40859375,1.406841901
0.268780006,0.176951967,0.157921644,0.408470395,1.366904296
0.244875691,0.178155535,0.151020007,0.409950658,1.311106342
0.218835224,0.179228954,0.143149978,0.412212171,1.243545051
0.192391064,0.179730712,0.134542595,0.410238487,1.166473306
0.163458642,0.179683046,0.125320749,0.411472039,1.063700626
0.140396063,0.179093094,0.117293418,0.408223684,0.972943313
0.115448402,0.177765225,0.109064543,0.409292763,0.854040683
0.094094674,0.176008153,0.100997886,0.4109375,0.744239904
0.08082225,0.174676001,0.095964214,0.410320724,0.667701388
0.061819505,0.172951295,0.08968687,0.411595395,0.541063061
0.049426472,0.171712437,0.085557686,0.410567434,0.450225144
0.032690076,0.170287603,0.080750135,0.409457237,0.312883826
0.019477734,0.169085463,0.077348474,0.408018092,0.193250384
0,0.166621482,0.072064101,0.410731908,0
0.51738927,0.09148786,0.161431451,0.355345395,1.330822546
0.469907136,0.099374832,0.155080372,0.357154605,1.366655408
0.427307214,0.108943534,0.148478592,0.355057566,1.423001153
0.381806719,0.116382533,0.141188615,0.357277961,1.428430464
0.344230537,0.122253291,0.134857199,0.358100329,1.416325997
0.307324344,0.126973587,0.128481542,0.356291118,1.378469065
0.282415281,0.129775248,0.122779334,0.356537829,1.354821857
0.254792502,0.132081134,0.116860837,0.356291118,1.307030883
0.232174222,0.133522287,0.111492897,0.356661184,1.26196692
0.213755534,0.134454134,0.107054023,0.357195724,1.218473086
0.190834602,0.135371633,0.10183847,0.356126645,1.151331359
0.167619517,0.135728351,0.096175589,0.357072368,1.073637606
0.141813004,0.135753986,0.090035885,0.356167763,0.970466217
0.12156719,0.135287451,0.084805584,0.356620066,0.880190854
0.101810884,0.134233411,0.079201691,0.356496711,0.783155118
0.082069568,0.133013184,0.073941896,0.356620066,0.670059958
0.069698845,0.132013135,0.070658212,0.355509868,0.591027236
0.052009756,0.130596054,0.066312737,0.356949013,0.464884779
0.042528509,0.129783815,0.063786069,0.356825658,0.392737404
0.028372681,0.128773567,0.060728506,0.355057566,0.273062408
0.016817017,0.127809149,0.058265743,0.357360197,0.16742682
0,0.126509908,0.054957479,0.357236842,0
0.425596003,0.063103046,0.099764047,0.294449013,1.221803085
0.390231281,0.068851203,0.096047781,0.295600329,1.269619806
0.350828091,0.075132194,0.092434744,0.295600329,1.294233377
0.313058797,0.079865886,0.088005702,0.295929276,1.28944797
0.284802738,0.084117199,0.084982549,0.296052632,1.279459725
0.254713061,0.087425922,0.081089318,0.295065789,1.246393565
0.233722185,0.08934789,0.078031755,0.295641447,1.214619568
0.210964501,0.090870777,0.074693998,0.296052632,1.164864287
0.193758782,0.091881502,0.071710171,0.295518092,1.126772233
0.17584235,0.092553732,0.06912943,0.295805921,1.068518007
0.157805754,0.093164491,0.066081699,0.295641447,1.009763021
0.13733661,0.093397249,0.062832424,0.294942434,0.926539641
0.117445032,0.093400105,0.059381605,0.294366776,0.838412005
0.100469016,0.093095949,0.056319127,0.296381579,0.75376233
0.082730823,0.092406924,0.053236986,0.294942434,0.651757158
0.068249562,0.091534779,0.050267905,0.296011513,0.564056524
0.057512616,0.090876353,0.048352259,0.294777961,0.490596737
0.042918982,0.089885212,0.045595045,0.294777961,0.384014318
0.035380893,0.089336398,0.044433466,0.296710526,0.322860153
0.023622083,0.088772558,0.042616133,0.294736842,0.223331664
0.014024686,0.088130859,0.041366563,0.296833882,0.135612313
0,0.087236751,0.039346704,0.296134868,0
0.320455121,0.036870374,0.053802291,0.226315789,0.996715924
0.293184452,0.04002984,0.052209605,0.225041119,1.0202387
0.264580532,0.043484079,0.05090203,0.225699013,1.025841984
0.238022582,0.046534341,0.049161874,0.225452303,1.022564501
0.214738799,0.048630656,0.047442855,0.225699013,0.999027043
0.193230558,0.050637758,0.045852627,0.225822368,0.968530857
0.178081668,0.051769044,0.04452244,0.224671053,0.939805125
0.159302135,0.052513828,0.043059038,0.226110197,0.881776178
0.145561686,0.053116563,0.041878287,0.223972039,0.837945058
0.133369083,0.053583099,0.040842059,0.225411184,0.794150434
